		V;NFIN
rodas	urdar	V;SBJV;PRS;2;SG
rodel	urdar	V;IND;PRS;1;SG
rodi	urdar	V;SBJV;PRS;3;SG
rodian	urdar	V;SBJV;PRS;3;PL
rodias	urdar	V;SBJV;PRS;2;SG
rol	urlar	V;IND;PRS;1;SG
rola	urlar	V;IMP;2;SG
rolan	urlar	V;IND;PRS;3;PL
rolas	urlar	V;SBJV;PRS;2;SG
rolel	urlar	V;IND;PRS;1;SG
roli	urlar	V;SBJV;PRS;3;SG
rolian	urlar	V;SBJV;PRS;3;PL
rolias	urlar	V;SBJV;PRS;2;SG
rom	armar	V;IND;PRS;1;SG
roma	armar	V;IND;PRS;3;SG
roman	armar	V;SBJV;PRS;3;PL
romas	armar	V;SBJV;PRS;2;SG
romel	armar	V;IND;PRS;1;SG
romi	armar	V;SBJV;PRS;3;SG
romian	armar	V;SBJV;PRS;3;PL
romias	armar	V;SBJV;PRS;2;SG
rtad	tar	V;IMP;2;PL
rtada	tar	V.PTCP;PST;FEM;SG
rtadas	tar	V.PTCP;PST;FEM;PL
rtagn	tar	V;IND;PRS;1;PL
rtar	tar	V;IND;FUT;3;PL
rtass	tar	V;COND;3;SG
rtassan	tar	V;COND;1;PL
rtassas	tar	V;COND;2;SG
rtava	tar	V;IND;PST;3;SG;IPFV
rtavan	tar	V;IND;PST;1;PL;IPFV
rtavas	tar	V;IND;PST;2;PL;IPFV
rtaz	tar	V;IND;PRS;2;PL
rteian	tar	V;SBJV;PRS;1;PL
rteias	tar	V;SBJV;PRS;2;PL
rto	tar	V.PTCP;PST;MASC;SG
rtos	tar	V.PTCP;PST;MASC;PL
rtànd	tar	V.PTCP;PRS
rugn	urgnear	V;IND;PRS;1;SG
rugna	urgnear	V;IND;PRS;3;SG
rugnan	urgnear	V;SBJV;PRS;3;PL
rugnas	urgnear	V;SBJV;PRS;2;SG
rugnel	urgnear	V;IND;PRS;1;SG
rugni	urgnear	V;SBJV;PRS;3;SG
rugnian	urgnear	V;SBJV;PRS;3;PL
rugnias	urgnear	V;SBJV;PRS;2;SG
rusch	urschar	V;IND;PRS;1;SG
ruscha	urschar	V;IMP;2;SG
ruschan	urschar	V;IND;PRS;3;PL
ruschas	urschar	V;SBJV;PRS;2;SG
ruschel	urschar	V;IND;PRS;1;SG
ruschi	urschar	V;SBJV;PRS;1;SG
ruschian	urschar	V;SBJV;PRS;3;PL
ruschias	urschar	V;SBJV;PRS;2;SG
rùn	urnar	V;IND;PRS;1;SG
rùna	urnar	V;IMP;2;SG
rùnan	urnar	V;SBJV;PRS;3;PL
rùnas	urnar	V;SBJV;PRS;2;SG
rùnel	urnar	V;IND;PRS;1;SG
rùni	urnar	V;SBJV;PRS;3;SG
rùnian	urnar	V;SBJV;PRS;3;PL
rùnias	urnar	V;SBJV;PRS;2;SG
s	asser	V;IND;PRS;2;SG
s	der	V.PTCP;PST;MASC;PL
s	er	V.PTCP;PST;MASC;SG
s	r	V;IND;PRS;2;SG
s	ver	V;IND;PRS;2;SG
sa	der	V.PTCP;PST;FEM;SG
sacanusch	ancanuscher	V;IND;PRS;1;SG
sacanuscha	ancanuscher	V;IND;PRS;3;SG
sacanuschan	ancanuscher	V;IND;PRS;3;PL
sacanuschas	ancanuscher	V;IND;PRS;2;SG
sacanuscheian	ancanuscher	V;SBJV;PRS;1;PL
sacanuscheias	ancanuscher	V;SBJV;PRS;2;PL
sacanuschel	ancanuscher	V;IND;PRS;1;SG
sacanuscher	ancanuscher	V;IND;FUT;1;PL
sacanuschi	ancanuscher	V;SBJV;PRS;1;SG
sacanuschian	ancanuscher	V;SBJV;PRS;3;PL
sacanuschias	ancanuscher	V;SBJV;PRS;2;SG
sacartagn	crer	V;IND;PRS;1;PL
sacarted	crer	V;IMP;2;PL
sacarteian	crer	V;SBJV;PRS;1;PL
sacarteias	crer	V;SBJV;PRS;2;PL
sacartess	crer	V;COND;3;SG
sacartessan	crer	V;COND;3;PL
sacartessas	crer	V;COND;2;PL
sacarteva	crer	V;IND;PST;1;SG;IPFV
sacartevan	crer	V;IND;PST;1;PL;IPFV
sacartevas	crer	V;IND;PST;2;SG;IPFV
sacartez	crer	V;IND;PRS;2;PL
sacartida	crer	V.PTCP;PST;FEM;SG
sacartidas	crer	V.PTCP;PST;FEM;PL
sacartieu	crer	V.PTCP;PST;MASC;SG
sacartieus	crer	V.PTCP;PST;MASC;PL
sacartànd	crer	V.PTCP;PRS
sacre	crer	V;IMP;2;SG
sacreg	crer	V;IND;PRS;1;SG
sacregel	crer	V;IND;PRS;1;SG
sacregi	crer	V;SBJV;PRS;1;SG
sacregian	crer	V;SBJV;PRS;3;PL
sacregias	crer	V;SBJV;PRS;2;SG
sacren	crer	V;IND;PRS;3;PL
sacrer	crer	V;IND;FUT;1;PL
sacres	crer	V;IND;PRS;2;SG
sacunaschagn	ancanuscher	V;IND;PRS;1;PL
sacunasched	ancanuscher	V;IMP;2;PL
sacunaschess	ancanuscher	V;COND;1;SG
sacunaschessan	ancanuscher	V;COND;3;PL
sacunaschessas	ancanuscher	V;COND;2;PL
sacunascheva	ancanuscher	V;IND;PST;1;SG;IPFV
sacunaschevan	ancanuscher	V;IND;PST;1;PL;IPFV
sacunaschevas	ancanuscher	V;IND;PST;2;SG;IPFV
sacunaschez	ancanuscher	V;IND;PRS;2;PL
sacunaschida	ancanuscher	V.PTCP;PST;FEM;SG
sacunaschidas	ancanuscher	V.PTCP;PST;FEM;PL
sacunaschieu	ancanuscher	V.PTCP;PST;MASC;SG
sacunaschieus	ancanuscher	V.PTCP;PST;MASC;PL
sacunaschànd	ancanuscher	V.PTCP;PRS
sacuvr	cuvrir	V;IND;PRS;1;SG
sacuvra	cuvrir	V;IMP;2;SG
sacuvragn	cuvrir	V;IND;PRS;1;PL
sacuvran	cuvrir	V;IND;PRS;3;PL
sacuvras	cuvrir	V;IND;PRS;2;SG
sacuvred	cuvrir	V;IMP;2;PL
sacuvreian	cuvrir	V;SBJV;PRS;1;PL
sacuvreias	cuvrir	V;SBJV;PRS;2;PL
sacuvrel	cuvrir	V;IND;PRS;1;SG
sacuvress	cuvrir	V;COND;1;SG
sacuvressan	cuvrir	V;COND;1;PL
sacuvressas	cuvrir	V;COND;2;PL
sacuvretg	cuvrir	V.PTCP;PST;MASC;SG
sacuvretga	cuvrir	V.PTCP;PST;FEM;SG
sacuvretgas	cuvrir	V.PTCP;PST;FEM;PL
sacuvretgs	cuvrir	V.PTCP;PST;MASC;PL
sacuvreva	cuvrir	V;IND;PST;1;SG;IPFV
sacuvrevan	cuvrir	V;IND;PST;3;PL;IPFV
sacuvrevas	cuvrir	V;IND;PST;2;SG;IPFV
sacuvrez	cuvrir	V;IND;PRS;2;PL
sacuvri	cuvrir	V;SBJV;PRS;3;SG
sacuvrian	cuvrir	V;SBJV;PRS;3;PL
sacuvrias	cuvrir	V;SBJV;PRS;2;SG
sacuvrir	cuvrir	V;IND;FUT;1;SG
sacuvrànd	cuvrir	V.PTCP;PRS
safatschaint	fatschandar	V;IND;PRS;1;SG
safatschainta	fatschandar	V;IMP;2;SG
safatschaintan	fatschandar	V;IND;PRS;3;PL
safatschaintas	fatschandar	V;IND;PRS;2;SG
safatschaintel	fatschandar	V;IND;PRS;1;SG
safatschainti	fatschandar	V;SBJV;PRS;1;SG
safatschaintian	fatschandar	V;SBJV;PRS;3;PL
safatschaintias	fatschandar	V;SBJV;PRS;2;SG
safatschandad	fatschandar	V;IMP;2;PL
safatschandada	fatschandar	V.PTCP;PST;FEM;SG
safatschandadas	fatschandar	V.PTCP;PST;FEM;PL
safatschandagn	fatschandar	V;IND;PRS;1;PL
safatschandar	fatschandar	V;IND;FUT;1;SG
safatschandass	fatschandar	V;COND;3;SG
safatschandassan	fatschandar	V;COND;3;PL
safatschandassas	fatschandar	V;COND;2;PL
safatschandava	fatschandar	V;IND;PST;1;SG;IPFV
safatschandavan	fatschandar	V;IND;PST;1;PL;IPFV
safatschandavas	fatschandar	V;IND;PST;2;PL;IPFV
safatschandaz	fatschandar	V;IND;PRS;2;PL
safatschandeian	fatschandar	V;SBJV;PRS;1;PL
safatschandeias	fatschandar	V;SBJV;PRS;2;PL
safatschando	fatschandar	V.PTCP;PST;MASC;SG
safatschandos	fatschandar	V.PTCP;PST;MASC;PL
safatschandànd	fatschandar	V.PTCP;PRS
san	r	V;SBJV;PRS;3;PL
sapardagn	pearder	V;IND;PRS;1;PL
saparded	pearder	V;IMP;2;PL
sapardeian	pearder	V;SBJV;PRS;1;PL
sapardeias	pearder	V;SBJV;PRS;2;PL
sapardess	pearder	V;COND;1;SG
sapardessan	pearder	V;COND;1;PL
sapardessas	pearder	V;COND;2;SG
sapardeva	pearder	V;IND;PST;1;SG;IPFV
sapardevan	pearder	V;IND;PST;1;PL;IPFV
sapardevas	pearder	V;IND;PST;2;PL;IPFV
sapardez	pearder	V;IND;PRS;2;PL
sapardànd	pearder	V.PTCP;PRS
sapeard	pearder	V;IND;PRS;1;SG
sapearda	pearder	V;IMP;2;SG
sapeardan	pearder	V;SBJV;PRS;3;PL
sapeardas	pearder	V;SBJV;PRS;2;SG
sapeardel	pearder	V;IND;PRS;1;SG
sapearder	pearder	V;IND;FUT;1;SG
sapeardi	pearder	V;SBJV;PRS;1;SG
sapeardian	pearder	V;SBJV;PRS;3;PL
sapeardias	pearder	V;SBJV;PRS;2;SG
sapears	pearder	V.PTCP;PST;MASC;PL
sapearsa	pearder	V.PTCP;PST;FEM;SG
sapearsas	pearder	V.PTCP;PST;FEM;PL
sas	der	V.PTCP;PST;FEM;PL
sas	r	V;SBJV;PRS;2;SG
saspardagn	pearder	V;IND;PRS;1;PL
sasparded	pearder	V;IMP;2;PL
saspardeian	pearder	V;SBJV;PRS;1;PL
saspardeias	pearder	V;SBJV;PRS;2;PL
saspardess	pearder	V;COND;1;SG
saspardessan	pearder	V;COND;1;PL
saspardessas	pearder	V;COND;2;SG
saspardeva	pearder	V;IND;PST;1;SG;IPFV
saspardevan	pearder	V;IND;PST;3;PL;IPFV
saspardevas	pearder	V;IND;PST;2;SG;IPFV
saspardez	pearder	V;IND;PRS;2;PL
saspardànd	pearder	V.PTCP;PRS
saspeard	pearder	V;IND;PRS;1;SG
saspearda	pearder	V;IMP;2;SG
saspeardan	pearder	V;IND;PRS;3;PL
saspeardas	pearder	V;SBJV;PRS;2;SG
saspeardel	pearder	V;IND;PRS;1;SG
saspearder	pearder	V;IND;FUT;1;PL
saspeardi	pearder	V;SBJV;PRS;1;SG
saspeardian	pearder	V;SBJV;PRS;3;PL
saspeardias	pearder	V;SBJV;PRS;2;SG
saspears	pearder	V.PTCP;PST;MASC;PL
saspearsa	pearder	V.PTCP;PST;FEM;SG
saspearsas	pearder	V.PTCP;PST;FEM;PL
satarged	natier	V;IMP;2;PL
satargeian	natier	V;SBJV;PRS;1;PL
satargeias	natier	V;SBJV;PRS;2;PL
satargess	natier	V;COND;3;SG
satargessan	natier	V;COND;1;PL
satargessas	natier	V;COND;2;SG
satargeva	natier	V;IND;PST;1;SG;IPFV
satargevan	natier	V;IND;PST;1;PL;IPFV
satargevas	natier	V;IND;PST;2;PL;IPFV
satargez	natier	V;IND;PRS;2;PL
satargiagn	natier	V;IND;PRS;1;PL
satargiànd	natier	V.PTCP;PRS
satira	natier	V;IMP;2;SG
satiran	natier	V;IND;PRS;3;PL
satiras	natier	V;IND;PRS;2;SG
satirel	natier	V;IND;PRS;1;SG
satiri	natier	V;SBJV;PRS;1;SG
satirian	natier	V;SBJV;PRS;3;PL
satirias	natier	V;SBJV;PRS;2;SG
satratg	natier	V.PTCP;PST;MASC;SG
satratga	natier	V.PTCP;PST;FEM;SG
satratgas	natier	V.PTCP;PST;FEM;PL
satratgs	natier	V.PTCP;PST;MASC;PL
satrer	natier	V;IND;FUT;2;PL
sburblatad	burblatar	V;IMP;2;PL
sburblatada	burblatar	V.PTCP;PST;FEM;SG
sburblatadas	burblatar	V.PTCP;PST;FEM;PL
sburblatagn	burblatar	V;IND;PRS;1;PL
sburblatar	burblatar	V;IND;FUT;2;PL
sburblatass	burblatar	V;COND;3;SG
sburblatassan	burblatar	V;COND;3;PL
sburblatassas	burblatar	V;COND;2;PL
sburblatava	burblatar	V;IND;PST;1;SG;IPFV
sburblatavan	burblatar	V;IND;PST;1;PL;IPFV
sburblatavas	burblatar	V;IND;PST;2;PL;IPFV
sburblataz	burblatar	V;IND;PRS;2;PL
sburblateian	burblatar	V;SBJV;PRS;1;PL
sburblateias	burblatar	V;SBJV;PRS;2;PL
sburblato	burblatar	V.PTCP;PST;MASC;SG
sburblatos	burblatar	V.PTCP;PST;MASC;PL
sburblatànd	burblatar	V.PTCP;PRS
sburblot	burblatar	V;IND;PRS;1;SG
sburblota	burblatar	V;IMP;2;SG
sburblotan	burblatar	V;IND;PRS;3;PL
sburblotas	burblatar	V;IND;PRS;2;SG
sburblotel	burblatar	V;IND;PRS;1;SG
sburbloti	burblatar	V;SBJV;PRS;1;SG
sburblotian	burblatar	V;SBJV;PRS;3;PL
sburblotias	burblatar	V;SBJV;PRS;2;SG
sch	ar	V;IND;PRS;1;SG
sch	r	V;IND;PRS;1;SG
scha	ar	V;IND;PRS;3;SG
scha	r	V;IMP;2;SG
schan	ar	V;IND;PRS;3;PL
schan	r	V;SBJV;PRS;3;PL
schas	ar	V;SBJV;PRS;2;SG
schas	r	V;SBJV;PRS;2;SG
schel	ar	V;IND;PRS;1;SG
schel	r	V;IND;PRS;1;SG
schi	ar	V;SBJV;PRS;1;SG
schi	r	V;SBJV;PRS;3;SG
schian	ar	V;SBJV;PRS;3;PL
schian	r	V;SBJV;PRS;3;PL
schias	ar	V;SBJV;PRS;2;SG
schias	r	V;SBJV;PRS;2;SG
schè	antrar	V;IMP;2;PL
segi	easser	V;SBJV;PRS;3;SG
segian	easser	V;SBJV;PRS;3;PL
segias	easser	V;SBJV;PRS;2;SG
seian	easser	V;SBJV;PRS;1;PL
seias	easser	V;IMP;2;PL
sel	r	V;IND;PRS;1;SG
sfugiaint	fugiantar	V;IND;PRS;1;SG
sfugiainta	fugiantar	V;IND;PRS;3;SG
sfugiaintan	fugiantar	V;IND;PRS;3;PL
sfugiaintas	fugiantar	V;IND;PRS;2;SG
sfugiaintel	fugiantar	V;IND;PRS;1;SG
sfugiainti	fugiantar	V;SBJV;PRS;1;SG
sfugiaintian	fugiantar	V;SBJV;PRS;3;PL
sfugiaintias	fugiantar	V;SBJV;PRS;2;SG
sfugiantad	fugiantar	V;IMP;2;PL
sfugiantada	fugiantar	V.PTCP;PST;FEM;SG
sfugiantadas	fugiantar	V.PTCP;PST;FEM;PL
sfugiantagn	fugiantar	V;IND;PRS;1;PL
sfugiantar	fugiantar	V;IND;FUT;2;PL
sfugiantass	fugiantar	V;COND;1;SG
sfugiantassan	fugiantar	V;COND;1;PL
sfugiantassas	fugiantar	V;COND;2;PL
sfugiantava	fugiantar	V;IND;PST;1;SG;IPFV
sfugiantavan	fugiantar	V;IND;PST;1;PL;IPFV
sfugiantavas	fugiantar	V;IND;PST;2;PL;IPFV
sfugiantaz	fugiantar	V;IND;PRS;2;PL
sfugianteian	fugiantar	V;SBJV;PRS;1;PL
sfugianteias	fugiantar	V;SBJV;PRS;2;PL
sfugianto	fugiantar	V.PTCP;PST;MASC;SG
sfugiantos	fugiantar	V.PTCP;PST;MASC;PL
sfugiantànd	fugiantar	V.PTCP;PRS
sfurmiclad	furmiclar	V;IMP;2;PL
sfurmiclada	furmiclar	V.PTCP;PST;FEM;SG
sfurmicladas	furmiclar	V.PTCP;PST;FEM;PL
sfurmiclagn	furmiclar	V;IND;PRS;1;PL
sfurmiclar	furmiclar	V;IND;FUT;3;PL
sfurmiclass	furmiclar	V;COND;3;SG
sfurmiclassan	furmiclar	V;COND;1;PL
sfurmiclassas	furmiclar	V;COND;2;SG
sfurmiclava	furmiclar	V;IND;PST;3;SG;IPFV
sfurmiclavan	furmiclar	V;IND;PST;3;PL;IPFV
sfurmiclavas	furmiclar	V;IND;PST;2;SG;IPFV
sfurmiclaz	furmiclar	V;IND;PRS;2;PL
sfurmicleian	furmiclar	V;SBJV;PRS;1;PL
sfurmicleias	furmiclar	V;SBJV;PRS;2;PL
sfurmiclesch	furmiclar	V;IND;PRS;1;SG
sfurmiclescha	furmiclar	V;IMP;2;SG
sfurmicleschan	furmiclar	V;IND;PRS;3;PL
sfurmicleschas	furmiclar	V;SBJV;PRS;2;SG
sfurmicleschel	furmiclar	V;IND;PRS;1;SG
sfurmicleschi	furmiclar	V;SBJV;PRS;1;SG
sfurmicleschian	furmiclar	V;SBJV;PRS;3;PL
sfurmicleschias	furmiclar	V;SBJV;PRS;2;SG
sfurmiclo	furmiclar	V.PTCP;PST;MASC;SG
sfurmiclos	furmiclar	V.PTCP;PST;MASC;PL
sfurmiclànd	furmiclar	V.PTCP;PRS
sgargugl	gargugliear	V;IND;PRS;1;SG
sgargugl	gurgagliear	V;IND;PRS;1;SG
sgargugli	gargugliear	V;SBJV;PRS;1;SG
sgargugli	gurgagliear	V;SBJV;PRS;1;SG
sgarguglia	gargugliear	V;IND;PRS;3;SG
sgarguglia	gurgagliear	V;IND;PRS;3;SG
sgargugliagn	gargugliear	V;IND;PRS;1;PL
sgargugliagn	gurgagliear	V;IND;PRS;1;PL
sgarguglian	gargugliear	V;IND;PRS;3;PL
sgarguglian	gurgagliear	V;IND;PRS;3;PL
sgarguglias	gargugliear	V;IND;PRS;2;SG
sgarguglias	gurgagliear	V;IND;PRS;2;SG
sgargugliead	gargugliear	V;IMP;2;PL
sgargugliead	gurgagliear	V;IMP;2;PL
sgarguglieada	gargugliear	V.PTCP;PST;FEM;SG
sgarguglieada	gurgagliear	V.PTCP;PST;FEM;SG
sgarguglieadas	gargugliear	V.PTCP;PST;FEM;PL
sgarguglieadas	gurgagliear	V.PTCP;PST;FEM;PL
sgargugliear	gargugliear	V;IND;FUT;1;PL
sgargugliear	gurgagliear	V;IND;FUT;1;PL
sgarguglieava	gargugliear	V;IND;PST;1;SG;IPFV
sgarguglieava	gurgagliear	V;IND;PST;1;SG;IPFV
sgarguglieavan	gargugliear	V;IND;PST;1;PL;IPFV
sgarguglieavan	gurgagliear	V;IND;PST;1;PL;IPFV
sgarguglieavas	gargugliear	V;IND;PST;2;SG;IPFV
sgarguglieavas	gurgagliear	V;IND;PST;2;SG;IPFV
sgarguglieaz	gargugliear	V;IND;PRS;2;PL
sgarguglieaz	gurgagliear	V;IND;PRS;2;PL
sgarguglieian	gargugliear	V;SBJV;PRS;1;PL
sgarguglieian	gurgagliear	V;SBJV;PRS;1;PL
sgarguglieias	gargugliear	V;SBJV;PRS;2;PL
sgarguglieias	gurgagliear	V;SBJV;PRS;2;PL
sgargugliel	gargugliear	V;IND;PRS;1;SG
sgargugliel	gurgagliear	V;IND;PRS;1;SG
sgargugliess	gargugliear	V;COND;1;SG
sgargugliess	gurgagliear	V;COND;1;SG
sgargugliessan	gargugliear	V;COND;3;PL
sgargugliessan	gurgagliear	V;COND;3;PL
sgargugliessas	gargugliear	V;COND;2;PL
sgargugliessas	gurgagliear	V;COND;2;PL
sgarguglieu	gargugliear	V.PTCP;PST;MASC;SG
sgarguglieu	gurgagliear	V.PTCP;PST;MASC;SG
sgarguglieus	gargugliear	V.PTCP;PST;MASC;PL
sgarguglieus	gurgagliear	V.PTCP;PST;MASC;PL
sgargugliànd	gargugliear	V.PTCP;PRS
sgargugliànd	gurgagliear	V.PTCP;PRS
sgregnias	gargnir	V;SBJV;PRS;2;SG
si	r	V;SBJV;PRS;1;SG
sian	r	V;SBJV;PRS;3;PL
sias	r	V;SBJV;PRS;2;SG
siànd	easser	V.PTCP;PRS
spardagn	pearder	V;IND;PRS;1;PL
sparded	pearder	V;IMP;2;PL
spardeian	pearder	V;SBJV;PRS;1;PL
spardeias	pearder	V;SBJV;PRS;2;PL
spardess	pearder	V;COND;1;SG
spardessan	pearder	V;COND;1;PL
spardessas	pearder	V;COND;2;SG
spardeva	pearder	V;IND;PST;1;SG;IPFV
spardevan	pearder	V;IND;PST;3;PL;IPFV
spardevas	pearder	V;IND;PST;2;PL;IPFV
spardez	pearder	V;IND;PRS;2;PL
spardànd	pearder	V.PTCP;PRS
speard	pearder	V;IND;PRS;1;SG
spearda	pearder	V;IMP;2;SG
speardan	pearder	V;IND;PRS;3;PL
speardas	pearder	V;IND;PRS;2;SG
speardel	pearder	V;IND;PRS;1;SG
spearder	pearder	V;IND;FUT;1;PL
speardi	pearder	V;SBJV;PRS;1;SG
speardian	pearder	V;SBJV;PRS;3;PL
speardias	pearder	V;SBJV;PRS;2;SG
spears	pearder	V.PTCP;PST;MASC;PL
spearsa	pearder	V.PTCP;PST;FEM;SG
spearsas	pearder	V.PTCP;PST;FEM;PL
splanad	planar	V;IMP;2;PL
splanada	planar	V.PTCP;PST;FEM;SG
splanadas	planar	V.PTCP;PST;FEM;PL
splanagn	planar	V;IND;PRS;1;PL
splanar	planar	V;IND;FUT;3;PL
splanass	planar	V;COND;1;SG
splanassan	planar	V;COND;3;PL
splanassas	planar	V;COND;2;PL
splanava	planar	V;IND;PST;1;SG;IPFV
splanavan	planar	V;IND;PST;1;PL;IPFV
splanavas	planar	V;IND;PST;2;PL;IPFV
splanaz	planar	V;IND;PRS;2;PL
splaneian	planar	V;SBJV;PRS;1;PL
splaneias	planar	V;SBJV;PRS;2;PL
splano	planar	V.PTCP;PST;MASC;SG
splanos	planar	V.PTCP;PST;MASC;PL
splanànd	planar	V.PTCP;PRS
splàn	planar	V;IND;PRS;1;SG
splàna	planar	V;IMP;2;SG
splànan	planar	V;IND;PRS;3;PL
splànas	planar	V;IND;PRS;2;SG
splànel	planar	V;IND;PRS;1;SG
splàni	planar	V;SBJV;PRS;1;SG
splànian	planar	V;SBJV;PRS;3;PL
splànias	planar	V;SBJV;PRS;2;SG
sprùna	purnar	V;IND;PRS;3;SG
ss	ar	V;COND;3;SG
ss	der	V.PTCP;PST;MASC;SG
ss	nder	V.PTCP;PST;MASC;SG
ss	r	V;COND;3;SG
ss	ter	V.PTCP;PST;MASC;SG
ssa	der	V.PTCP;PST;FEM;SG
ssa	nder	V.PTCP;PST;FEM;SG
ssa	r	V.PTCP;PST;FEM;SG
ssa	ter	V.PTCP;PST;FEM;SG
ssan	ar	V;COND;1;PL
ssan	r	V;COND;3;PL
ssas	ar	V;COND;2;PL
ssas	der	V.PTCP;PST;FEM;PL
ssas	nder	V.PTCP;PST;FEM;PL
ssas	r	V;COND;2;SG
ssas	ter	V.PTCP;PST;FEM;PL
stada	easser	V.PTCP;PST;FEM;SG
stadas	easser	V.PTCP;PST;FEM;PL
sto	easser	V.PTCP;PST;MASC;SG
stos	easser	V.PTCP;PST;MASC;PL
sundel	easser	V;IND;PRS;1;SG
surdorad	dorar	V;IMP;2;PL
surdorada	dorar	V.PTCP;PST;FEM;SG
surdoradas	dorar	V.PTCP;PST;FEM;PL
surdoragn	dorar	V;IND;PRS;1;PL
surdorar	dorar	V;IND;FUT;1;PL
surdorass	dorar	V;COND;1;SG
surdorassan	dorar	V;COND;1;PL
surdorassas	dorar	V;COND;2;SG
surdorava	dorar	V;IND;PST;1;SG;IPFV
surdoravan	dorar	V;IND;PST;3;PL;IPFV
surdoravas	dorar	V;IND;PST;2;SG;IPFV
surdoraz	dorar	V;IND;PRS;2;PL
surdoreian	dorar	V;SBJV;PRS;1;PL
surdoreias	dorar	V;SBJV;PRS;2;PL
surdoresch	dorar	V;IND;PRS;1;SG
surdorescha	dorar	V;IMP;2;SG
surdoreschan	dorar	V;SBJV;PRS;3;PL
surdoreschas	dorar	V;IND;PRS;2;SG
surdoreschel	dorar	V;IND;PRS;1;SG
surdoreschi	dorar	V;SBJV;PRS;1;SG
surdoreschian	dorar	V;SBJV;PRS;3;PL
surdoreschias	dorar	V;SBJV;PRS;2;SG
surdoro	dorar	V.PTCP;PST;MASC;SG
surdoros	dorar	V.PTCP;PST;MASC;PL
surdorànd	dorar	V.PTCP;PRS
survasagn	vaser	V;IND;PRS;1;PL
survased	vaser	V;IMP;2;PL
survaseian	vaser	V;SBJV;PRS;1;PL
survaseias	vaser	V;SBJV;PRS;2;PL
survaser	vaser	V;IND;FUT;3;SG
survasess	vaser	V;COND;1;SG
survasessan	vaser	V;COND;3;PL
survasessas	vaser	V;COND;2;PL
survaseva	vaser	V;IND;PST;3;SG;IPFV
survasevan	vaser	V;IND;PST;3;PL;IPFV
survasevas	vaser	V;IND;PST;2;PL;IPFV
survasez	vaser	V;IND;PRS;2;PL
survasànd	vaser	V.PTCP;PRS
survez	vaser	V;IND;PRS;1;SG
surveza	vaser	V;IMP;2;SG
survezan	vaser	V;SBJV;PRS;3;PL
survezas	vaser	V;IND;PRS;2;SG
survezel	vaser	V;IND;PRS;1;SG
survezi	vaser	V;SBJV;PRS;1;SG
survezian	vaser	V;SBJV;PRS;3;PL
survezias	vaser	V;SBJV;PRS;2;SG
survida	vaser	V.PTCP;PST;FEM;SG
survidas	vaser	V.PTCP;PST;FEM;PL
survieu	vaser	V.PTCP;PST;MASC;SG
survieus	vaser	V.PTCP;PST;MASC;PL
t	mper	V.PTCP;PST;MASC;SG
t	r	V;IND;PRS;3;SG
ta	mper	V.PTCP;PST;FEM;SG
tan	r	V;IND;PRS;3;PL
tas	mper	V.PTCP;PST;FEM;PL
tg	car	V;IND;PRS;1;SG
tg	r	V.PTCP;PST;MASC;SG
tga	car	V;IMP;2;SG
tga	r	V.PTCP;PST;FEM;SG
tgafagn	cafir	V;IND;PRS;1;PL
tgafed	cafir	V;IMP;2;PL
tgafeian	cafir	V;SBJV;PRS;1;PL
tgafeias	cafir	V;SBJV;PRS;2;PL
tgafesch	cafir	V;IND;PRS;1;SG
tgafescha	cafir	V;IMP;2;SG
tgafeschan	cafir	V;SBJV;PRS;3;PL
tgafeschas	cafir	V;IND;PRS;2;SG
tgafeschel	cafir	V;IND;PRS;1;SG
tgafeschi	cafir	V;SBJV;PRS;1;SG
tgafeschian	cafir	V;SBJV;PRS;3;PL
tgafeschias	cafir	V;SBJV;PRS;2;SG
tgafess	cafir	V;COND;3;SG
tgafessan	cafir	V;COND;1;PL
tgafessas	cafir	V;COND;2;SG
tgafeva	cafir	V;IND;PST;1;SG;IPFV
tgafevan	cafir	V;IND;PST;1;PL;IPFV
tgafevas	cafir	V;IND;PST;2;PL;IPFV
tgafez	cafir	V;IND;PRS;2;PL
tgafida	cafir	V.PTCP;PST;FEM;SG
tgafidas	cafir	V.PTCP;PST;FEM;PL
tgafieu	cafir	V.PTCP;PST;MASC;SG
tgafieus	cafir	V.PTCP;PST;MASC;PL
tgafir	cafir	V;IND;FUT;2;PL
tgafànd	cafir	V.PTCP;PRS
tgagn	car	V;IND;PRS;1;PL
tgal	calar	V;IND;PRS;1;SG
tgala	calar	V;IND;PRS;3;SG
tgalan	calar	V;SBJV;PRS;3;PL
tgalas	calar	V;SBJV;PRS;2;SG
tgalel	calar	V;IND;PRS;1;SG
tgali	calar	V;SBJV;PRS;3;SG
tgalian	calar	V;SBJV;PRS;3;PL
tgalias	calar	V;SBJV;PRS;2;SG
tgan	car	V;IND;PRS;3;PL
tgan	r	V;SBJV;PRS;3;PL
tgantar	cantar	V;IND;FUT;1;SG
tgarg	cargear	V;IND;PRS;1;SG
tgargel	cargear	V;IND;PRS;1;SG
tgargi	cargear	V;SBJV;PRS;1;SG
tgargia	cargear	V;IMP;2;SG
tgargian	cargear	V;SBJV;PRS;3;PL
tgargias	cargear	V;SBJV;PRS;2;SG
tgas	car	V;SBJV;PRS;2;SG
tgas	r	V.PTCP;PST;FEM;PL
tgat	catar	V;IND;PRS;1;SG
tgata	catar	V;IMP;2;SG
tgatan	catar	V;SBJV;PRS;3;PL
